PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,los angeles,,,,,,,,,
Location:,"LOS ANGELES INTL ARPT, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,30,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,34.1,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.3	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,9,13,727,236,21.7,6.2,873.08,36.839,707.775,680.943
7,9,14,696,208,22.2,5.2,728.257,36.214,589.244,567.164
7,9,15,633,188,20.6,5.7,544.635,30.331,445.782,428.812
7,9,16,495,180,19.4,5.2,339.855,25.512,271.639,259.93
7,9,17,296,143,18.9,6.7,152.162,20.732,118.183,110.254
7,9,18,0,0,17.8,5.2,0,17.8,0,0
7,9,19,0,0,17.2,4.1,0,17.2,0,0
7,9,20,0,0,17.2,3.6,0,17.2,0,0
7,9,21,0,0,17.2,4.1,0,17.2,0,0
7,9,22,0,0,16.7,3.1,0,16.7,0,0
7,9,23,0,0,17.2,3.6,0,17.2,0,0
7,10,0,0,0,17.2,3.1,0,17.2,0,0
7,10,1,0,0,17.2,2.6,0,17.2,0,0
7,10,2,0,0,17.2,2.1,0,17.2,0,0
7,10,3,0,0,17.8,0,0,17.8,0,0
7,10,4,0,0,17.8,0,0,17.8,0,0
7,10,5,0,16,18.3,1.5,14.125,16.632,12.625,6.83
7,10,6,0,66,18.3,0,58.471,17.361,52.09,45.541
7,10,7,11,160,20,0,144.876,23.984,124.752,116.677
7,10,8,475,252,21.1,3.6,513.234,31.492,420.083,403.955
7,10,9,657,242,21.1,4.6,734.595,35.659,596.432,574.078
7,10,10,763,213,21.1,5.7,885.85,36.98,717.645,690.396
7,10,11,827,184,22.2,4.6,961.827,41.955,760.747,731.637
7,10,12,777,217,22.2,6.2,944.731,38.592,760.072,730.991
7,10,13,727,236,21.1,6.2,874.054,36.253,710.652,683.698
7,10,14,641,247,21.1,7.2,723.922,32.454,596.995,574.619
7,10,15,403,280,20.6,5.7,489.694,29.334,405.64,389.975
7,10,16,373,202,19.4,6.2,313.605,24.326,255.488,244.216
7,10,17,347,139,18.9,6.7,155.664,20.76,118.569,110.631
7,10,18,0,0,18.3,6.2,0,18.3,0,0
7,10,19,0,0,17.8,5.7,0,17.8,0,0
7,10,20,0,0,17.8,5.2,0,17.8,0,0
7,10,21,0,0,17.2,3.6,0,17.2,0,0
7,10,22,0,0,17.2,4.6,0,17.2,0,0
7,10,23,0,0,17.2,4.1,0,17.2,0,0
7,11,0,0,0,17.8,2.6,0,17.8,0,0
7,11,1,0,0,17.2,2.6,0,17.2,0,0
7,11,2,0,0,17.2,2.1,0,17.2,0,0
7,11,3,0,0,17.8,1.5,0,17.8,0,0
7,11,4,0,0,17.8,1.5,0,17.8,0,0
7,11,5,0,13,18.3,2.1,11.468,16.739,10.245,4.493
7,11,6,0,58,18.3,1.5,51.441,17.798,45.737,39.313
7,11,7,0,131,18.9,2.6,115.779,20.271,101.783,94.21
7,11,8,29,244,19.4,3.1,236.628,23.749,204.2,194.251
7,11,9,237,366,21.1,4.1,525.938,31.514,437.112,420.429
7,11,10,722,252,20.6,4.6,887.54,38.248,714.557,687.439
7,11,11,737,242,21.7,5.7,940.484,38.771,756.017,727.114
7,11,12,783,211,21.7,6.2,945.864,38.081,762.942,733.736
7,11,13,745,226,22.2,6.7,881.276,36.767,714.692,687.568
7,11,14,696,209,21.1,6.2,731.05,33.724,598.892,576.443
7,11,15,664,175,20.6,7.7,552.129,28.722,455.147,437.865
7,11,16,527,164,20,6.7,338.685,25.171,269.884,258.223
7,11,17,347,140,18.9,6.2,156.74,20.915,119.395,111.439
7,11,18,0,0,18.3,5.7,0,18.3,0,0
7,11,19,0,0,17.8,4.1,0,17.8,0,0
7,11,20,0,0,17.8,4.1,0,17.8,0,0
7,11,21,0,0,17.8,4.1,0,17.8,0,0
7,11,22,0,0,17.2,3.6,0,17.2,0,0
7,11,23,0,0,17.2,3.6,0,17.2,0,0
7,12,0,0,0,17.2,3.6,0,17.2,0,0
7,12,1,0,0,17.8,4.1,0,17.8,0,0
7,12,2,0,0,17.8,4.1,0,17.8,0,0
7,12,3,0,0,17.2,3.6,0,17.2,0,0
7,12,4,0,0,17.8,3.6,0,17.8,0,0
7,12,5,0,22,17.8,2.6,19.456,16.543,17.397,11.513
7,12,6,0,98,18.3,2.6,84.868,18.781,75.12,68.107
7,12,7,0,126,18.3,3.1,111.437,19.57,98.282,90.784
7,12,8,12,208,18.9,3.6,192.069,22.015,167.29,158.239
7,12,9,77,364,20,3.6,391.9,27.802,332.152,318.733
7,12,10,590,333,21.1,3.6,847.753,39.308,679.071,653.434
7,12,11,737,254,21.7,5.2,952.735,39.892,761.563,732.417
7,12,12,578,355,22.2,6.2,898.694,37.794,726.047,698.441
7,12,13,751,221,22.8,7.7,882.79,36.117,718.244,690.969
7,12,14,745,182,21.1,8.2,743.171,31.814,614.338,591.292
7,12,15,670,178,21.1,7.7,559.146,29.347,459.65,442.217
7,12,16,559,165,20.6,7.7,351.67,25.517,279.357,267.437
7,12,17,348,141,19.4,6.2,157.931,21.459,120.054,112.084
7,12,18,0,0,18.3,7.2,0,18.3,0,0
7,12,19,0,0,17.8,6.2,0,17.8,0,0
7,12,20,0,0,17.8,6.7,0,17.8,0,0
7,12,21,0,0,17.2,5.7,0,17.2,0,0
7,12,22,0,0,17.2,4.1,0,17.2,0,0
7,12,23,0,0,16.7,2.1,0,16.7,0,0
7,13,0,0,0,16.7,0,0,16.7,0,0
7,13,1,0,0,16.7,2.1,0,16.7,0,0
7,13,2,0,0,15,2.6,0,15,0,0
7,13,3,0,0,15.6,2.6,0,15.6,0,0
7,13,4,0,0,15,2.1,0,15,0,0
7,13,5,197,28,16.7,3.1,21.625,15.55,19.424,13.502
7,13,6,469,84,18.3,1.5,131.461,20.228,90.827,83.487
7,13,7,601,120,20,0,332.845,32.103,253.765,242.538
7,13,8,697,150,21.7,2.1,552.215,35.465,440.305,423.517
7,13,9,728,196,21.1,4.6,746.839,35.974,605.137,582.447
7,13,10,811,176,21.7,4.6,890.09,39.785,710.968,684.001
7,13,11,815,191,21.7,6.7,959.896,37.486,776.58,746.771
7,13,12,783,212,22.8,7.7,948.82,37.173,768.83,739.364
7,13,13,769,205,22.2,8.2,878.887,34.964,719.137,691.824
7,13,14,721,196,21.7,8.8,739.489,31.876,611.262,588.335
7,13,15,651,184,21.1,9.3,554.557,28.297,458.458,441.065
7,13,16,566,162,21.1,8.2,352.198,25.821,279.184,267.269
7,13,17,363,137,20,7.2,157.062,21.844,118.276,110.345
7,13,18,0,0,18.9,6.2,0,18.9,0,0
7,13,19,0,0,18.9,6.2,0,18.9,0,0
7,13,20,0,0,18.3,4.6,0,18.3,0,0
7,13,21,0,0,18.3,3.1,0,18.3,0,0
7,13,22,0,0,18.3,3.1,0,18.3,0,0
7,13,23,0,0,17.8,2.6,0,17.8,0,0
7,14,0,0,0,17.8,0,0,17.8,0,0
7,14,1,0,0,18.3,0,0,18.3,0,0
7,14,2,0,0,17.8,0,0,17.8,0,0
7,14,3,0,0,17.2,0,0,17.2,0,0
7,14,4,0,0,17.8,0,0,17.8,0,0
7,14,5,179,27,18.3,0,20.834,15.445,18.722,12.813
7,14,6,431,92,20,0,131.556,22.931,91.779,84.419
7,14,7,624,118,22.2,0,339.527,34.538,255.381,244.111
7,14,8,703,146,23.9,3.1,552.254,36.133,438.801,422.062
7,14,9,746,182,23.3,4.6,747.66,38.203,599.032,576.577
7,14,10,811,177,22.8,5.2,891.837,39.704,712.67,685.632
7,14,11,827,186,23.3,6.2,967.46,40.004,772.867,743.223
7,14,12,765,224,22.8,6.7,951.933,38.554,766.062,736.718
7,14,13,715,242,22.2,6.2,873.371,37.36,706.281,679.512
7,14,14,684,213,22.2,7.7,728.688,33.153,598.778,576.334
7,14,15,652,178,22.2,7.7,550.482,30.317,450.655,433.524
7,14,16,534,163,21.1,7.2,342.102,26.093,271.51,259.805
7,14,17,327,150,20,5.7,162.695,22.268,124.786,116.711
7,14,18,0,0,18.3,5.2,0,18.3,0,0
7,14,19,0,0,18.3,5.2,0,18.3,0,0
7,14,20,0,0,17.2,2.6,0,17.2,0,0
7,14,21,0,0,17.2,2.6,0,17.2,0,0
7,14,22,0,0,17.2,3.1,0,17.2,0,0
7,14,23,0,0,17.2,3.6,0,17.2,0,0
7,15,0,0,0,16.7,2.1,0,16.7,0,0
7,15,1,0,0,17.2,2.1,0,17.2,0,0
7,15,2,0,0,17,1.5,0,17,0,0
7,15,3,0,0,17.2,1.5,0,17.2,0,0
7,15,4,0,0,17.8,2.6,0,17.8,0,0
7,15,5,44,29,17.8,1.5,24.608,16.431,22.015,16.046
7,15,6,0,77,17.8,2.1,67.629,17.84,60.118,53.409
7,15,7,11,154,18.9,2.6,139.743,20.924,122.039,114.025
7,15,8,293,308,20,3.1,455.246,29.539,378.308,363.5
7,15,9,634,258,20.6,3.1,734.386,37.278,591.68,569.507
7,15,10,793,188,21.1,3.6,887.224,40.864,704.868,678.159
7,15,11,737,256,21.7,5.7,957.602,39.076,768.637,739.179
7,15,12,512,352,21.1,6.2,836.869,35.632,683.446,657.628
7,15,13,600,316,20.6,6.7,842.147,34.386,691.304,665.161
7,15,14,574,257,20.6,6.7,685.554,31.82,567.429,546.171
7,15,15,621,206,20.6,5.2,558.798,31.109,456.449,439.124
7,15,16,322,230,20,4.6,321.278,26.262,261.924,250.479
7,15,17,29,132,18.9,6.2,113.324,20.141,98.166,90.671
7,15,18,0,0,17.8,6.7,0,17.8,0,0
7,15,19,0,0,17.2,5.2,0,17.2,0,0
7,15,20,0,0,17.2,4.6,0,17.2,0,0
7,15,21,0,0,17.2,3.6,0,17.2,0,0
7,15,22,0,0,17.2,3.1,0,17.2,0,0
7,15,23,0,0,17.2,2.6,0,17.2,0,0
7,16,0,0,0,17.2,2.1,0,17.2,0,0
7,16,1,0,0,16.7,3.6,0,16.7,0,0
7,16,2,0,0,16.7,1.5,0,16.7,0,0
7,16,3,0,0,17.2,0,0,17.2,0,0
7,16,4,0,0,17.2,1.5,0,17.2,0,0
7,16,5,100,33,17.8,1.5,26.615,16.491,23.804,17.801
7,16,6,0,53,18,1.5,46.983,17.42,41.845,35.497
7,16,7,40,213,18.9,3.1,201.576,22.238,174.007,164.796
7,16,8,70,279,20,2.6,292.251,26.23,248.708,237.615
7,16,9,533,319,21.7,4.1,713.384,36.164,578.418,556.748
7,16,10,745,221,21.7,5.2,882.538,38.371,710.103,683.174
7,16,11,767,221,21.7,5.2,953.381,39.957,761.848,732.69
7,16,12,771,219,21.7,4.6,954.988,41.436,757.42,728.456
7,16,13,721,238,21.7,6.7,877.057,36.202,713.389,686.32
7,16,14,690,209,21.1,6.7,731.438,33.119,601.184,578.647
7,16,15,658,175,20,6.7,552.846,28.905,455.722,438.421
7,16,16,489,179,20,6.7,340.802,25.207,273.411,261.654
7,16,17,284,143,18.9,6.2,152.592,20.846,118.951,111.005
7,16,18,0,0,18.3,5.7,0,18.3,0,0
7,16,19,0,0,17.8,4.6,0,17.8,0,0
7,16,20,0,0,17.8,4.6,0,17.8,0,0
7,16,21,0,0,17.8,3.1,0,17.8,0,0
7,16,22,0,0,17.2,2.1,0,17.2,0,0
7,16,23,0,0,17.2,2.1,0,17.2,0,0
7,17,0,0,0,17.2,0,0,17.2,0,0
7,17,1,0,0,17.8,1.5,0,17.8,0,0
7,17,2,0,0,17.2,0,0,17.2,0,0
7,17,3,0,0,16.7,0,0,16.7,0,0
7,17,4,0,0,16.1,0,0,16.1,0,0
7,17,5,24,28,17.2,1.5,24.472,15.808,21.955,15.986
7,17,6,102,123,18.3,0,115.534,20.478,96.103,88.652
7,17,7,549,152,20,0,340.456,32.256,261.892,250.447
7,17,8,714,140,21.7,2.1,554.178,35.537,441.555,424.725
7,17,9,758,174,21.7,5.2,751.031,35.653,609.435,586.579
7,17,10,799,184,21.7,4.6,890.563,39.802,711.36,684.377
7,17,11,803,199,22.8,5.2,960.264,41.202,762.511,733.323
7,17,12,807,196,22.2,6.2,961.102,38.87,772.227,742.611
7,17,13,757,211,22.8,7.7,883.995,36.194,719.031,691.723
7,17,14,727,193,22.8,8.2,745.213,33.568,611.062,588.143
7,17,15,658,176,21.7,7.7,554.597,29.888,455.1,437.82
7,17,16,496,177,21.7,6.7,342.164,26.955,272.09,260.369
7,17,17,285,144,21.1,7.2,153.711,22.897,118.729,110.787
7,17,18,0,0,19.4,6.7,0,19.4,0,0
7,17,19,0,0,19.4,4.6,0,19.4,0,0
7,17,20,0,0,19.4,4.1,0,19.4,0,0
7,17,21,0,0,18.9,3.1,0,18.9,0,0
7,17,22,0,0,17.8,2.6,0,17.8,0,0
7,17,23,0,0,17.8,2.6,0,17.8,0,0
7,18,0,0,0,17.8,0,0,17.8,0,0
7,18,1,0,0,17.2,2.6,0,17.2,0,0
7,18,2,0,0,17.8,0,0,17.8,0,0
7,18,3,0,0,17.8,0,0,17.8,0,0
7,18,4,0,0,17.8,1.5,0,17.8,0,0
7,18,5,186,25,18.9,0,19.354,16.027,17.347,11.464
7,18,6,467,81,20.6,0,128.452,23.395,87.067,79.806
7,18,7,618,119,22.8,0,338.969,35.091,254.479,243.233
7,18,8,697,147,22.8,4.1,551.445,33.95,443.07,426.19
7,18,9,758,175,23.9,4.1,752.754,39.653,598.777,576.332
7,18,10,799,184,23.9,4.6,891.53,42.028,704.14,677.461
7,18,11,809,193,23.3,5.7,961.461,40.761,765.18,735.875
7,18,12,789,208,23.9,7.2,956.46,39.036,767.875,738.451
7,18,13,739,222,23.9,7.7,879.935,37.243,712.045,685.033
7,18,14,733,189,23.9,5.7,746.968,37.514,600.676,578.158
7,18,15,664,180,23.3,7.7,562.572,31.633,457.875,440.502
7,18,16,535,167,22.2,5.7,348.233,28.174,274.18,262.402
7,18,17,292,143,21.7,4.6,154.065,24.191,117.941,110.018
7,18,18,0,0,21.1,4.1,0,21.1,0,0
7,18,19,0,0,20,3.1,0,20,0,0
7,18,20,0,0,20,2.6,0,20,0,0
7,18,21,0,0,19.4,2.1,0,19.4,0,0
7,18,22,0,0,19.4,2.6,0,19.4,0,0
7,18,23,0,0,19.4,0,0,19.4,0,0
7,19,0,0,0,18.9,1.5,0,18.9,0,0
7,19,1,0,0,20,0,0,20,0,0
7,19,2,0,0,17.8,2.1,0,17.8,0,0
7,19,3,0,0,18.9,0,0,18.9,0,0
7,19,4,0,0,17.8,0,0,17.8,0,0
7,19,5,165,25,18.9,0,19.327,16.046,17.321,11.439
7,19,6,461,83,20.6,2.6,127.892,22.219,87.375,80.108
7,19,7,600,118,21.7,2.6,331.739,28.712,257.091,245.775
7,19,8,697,148,23.3,3.6,552.917,34.958,442.112,425.264
7,19,9,746,180,25.6,4.1,749.313,41.262,591.266,569.109
7,19,10,787,190,25,4.6,887.595,43.047,697.411,671.014
7,19,11,791,205,25,6.7,956.815,40.769,761.472,732.33
7,19,12,795,203,25.6,8.8,958.722,38.956,770.008,740.49
7,19,13,727,234,24.4,7.2,881.992,38.37,709.738,682.823
7,19,14,715,198,25,6.7,742.981,37.263,598.327,575.9
7,19,15,664,180,24.4,4.6,563.407,35.946,449.026,431.949
7,19,16,535,168,24.4,5.2,349.657,30.8,271.979,260.261
7,19,17,300,143,22.2,4.6,155.298,24.728,118.279,110.348
7,19,18,0,0,20.6,3.1,0,20.6,0,0
7,19,19,0,0,20.6,2.1,0,20.6,0,0
7,19,20,0,0,20,2.1,0,20,0,0
7,19,21,0,0,20,2.1,0,20,0,0
7,19,22,0,0,19.4,2.6,0,19.4,0,0
7,19,23,0,0,18.9,2.1,0,18.9,0,0
7,20,0,0,0,18.9,3.6,0,18.9,0,0
7,20,1,0,0,18.3,2.1,0,18.3,0,0
7,20,2,0,0,18.3,2.1,0,18.3,0,0
7,20,3,0,0,18.3,0,0,18.3,0,0
7,20,4,0,0,17.8,2.1,0,17.8,0,0
7,20,5,140,25,18.9,0,19.295,16.038,17.293,11.411
7,20,6,407,88,21.1,1.5,125.194,22.898,87.569,80.297
7,20,7,572,138,21.7,3.1,339.922,28.523,265.345,253.808
7,20,8,685,151,22.2,4.1,549.351,33.309,442.983,426.106
7,20,9,764,171,22.8,3.6,752.81,39.258,600.031,577.538
7,20,10,787,191,23.9,4.1,889.563,42.85,699.682,673.19
7,20,11,791,206,24.4,5.2,958.932,42.782,755.366,726.492
7,20,12,795,204,24.4,5.2,960.893,42.923,756.363,727.445
7,20,13,763,208,23.9,5.7,889.914,40.182,709.577,682.669
7,20,14,684,224,22.8,6.7,744.936,35.076,606.654,583.906
7,20,15,590,203,22.8,6.7,542.172,31.581,442.288,425.434
7,20,16,438,208,22.2,4.6,347.035,28.986,275.938,264.112
7,20,17,7,120,21.1,4.6,102.945,22.531,89.196,81.891
7,20,18,0,0,20,3.6,0,20,0,0
7,20,19,0,0,19.4,2.6,0,19.4,0,0
7,20,20,0,0,19.4,2.6,0,19.4,0,0
7,20,21,0,0,18.9,3.1,0,18.9,0,0
7,20,22,0,0,18.3,0,0,18.3,0,0
7,20,23,0,0,18.3,0,0,18.3,0,0
7,21,0,0,0,18,4,0,18,0,0
7,21,1,0,0,18.3,2.1,0,18.3,0,0
7,21,2,0,0,18,4,0,18,0,0
7,21,3,0,0,18.3,1.5,0,18.3,0,0
7,21,4,0,0,18.3,2.6,0,18.3,0,0
7,21,5,0,21,18.3,1.5,18.575,16.766,16.593,10.724
7,21,6,0,88,19.4,2.1,76.586,19.701,67.505,60.647
7,21,7,0,125,20,2.1,110.611,21.427,96.723,89.259
7,21,8,88,293,20.6,2.6,316.184,27.173,267.689,256.088
7,21,9,556,307,22.2,2.6,723.44,39.149,577.892,556.242
7,21,10,715,233,22.2,5.2,872.66,38.704,701.09,674.539
7,21,11,761,224,22.8,4.1,956.506,43.371,751.204,722.512
7,21,12,705,273,23.3,4.6,950.39,42.949,748.045,719.49
7,21,13,491,368,22.2,5.7,800.985,36.863,649.708,625.264
7,21,14,104,382,22.2,5.2,431.295,30.485,360.788,346.515
7,21,15,466,272,21.1,5.2,530.219,30.68,436.266,419.611
7,21,16,187,245,20,3.6,284.77,26.158,236.262,225.496
7,21,17,59,150,19.4,4.1,130.296,21.402,110.859,103.09
7,21,18,0,0,18.3,4.6,0,18.3,0,0
7,21,19,0,0,18.3,3.1,0,18.3,0,0
7,21,20,0,0,18.3,3.1,0,18.3,0,0
7,21,21,0,0,18.3,2.1,0,18.3,0,0
7,21,22,0,0,18.3,2.1,0,18.3,0,0
7,21,23,0,0,18.3,1.5,0,18.3,0,0
7,22,0,0,0,18.3,2.6,0,18.3,0,0
7,22,1,0,0,17.8,2.1,0,17.8,0,0
7,22,2,0,0,17.2,2.6,0,17.2,0,0
7,22,3,0,0,17.2,1.5,0,17.2,0,0
7,22,4,0,0,17.2,1.5,0,17.2,0,0
7,22,5,126,23,17.8,2.6,17.732,16.499,15.859,10.004
7,22,6,369,91,18.9,3.1,123.01,20.286,88.713,81.418
7,22,7,548,136,20.6,3.1,330.02,27.178,259.598,248.215
7,22,8,655,162,21.1,2.6,543.477,33.81,437.603,420.903
7,22,9,675,217,22.2,4.1,733.261,37.557,589.873,567.769
7,22,10,739,218,22.2,4.6,880.573,40.072,702.573,675.96
7,22,11,743,236,22.8,4.6,952.378,42.358,751.876,723.154
7,22,12,705,261,23.3,5.2,940.397,41.425,745.976,717.511
7,22,13,709,240,22.8,5.2,875.403,39.687,699.852,673.353
7,22,14,660,225,22.8,5.7,729.747,36.088,591.428,569.265
7,22,15,652,177,22.2,5.2,556.134,32.743,450.46,433.334
7,22,16,458,185,21.7,5.2,337.772,27.821,268.907,257.272
7,22,17,236,144,21.1,5.2,148.51,23.257,116.498,108.606
7,22,18,122,23,20,4.1,17.733,19.264,15.662,9.81
7,22,19,0,0,19.4,3.6,0,19.4,0,0
7,22,20,0,0,18.9,2.1,0,18.9,0,0
7,22,21,0,0,18.9,2.1,0,18.9,0,0
7,22,22,0,0,18.9,2.1,0,18.9,0,0
7,22,23,0,0,19.4,0,0,19.4,0,0
7,23,0,0,0,18.9,2.6,0,18.9,0,0
7,23,1,0,0,18.9,1.5,0,18.9,0,0
7,23,2,0,0,18.9,1.5,0,18.9,0,0
7,23,3,0,0,18.9,1.5,0,18.9,0,0
7,23,4,0,0,18.9,1.5,0,18.9,0,0
7,23,5,95,27,19.4,0,22.028,16.895,19.665,13.739
7,23,6,0,64,20,1.5,56.63,19.747,49.904,43.398
7,23,7,377,196,22.2,0,315.178,33.026,246.588,235.551
7,23,8,603,192,23.9,2.1,541.533,37.317,429.349,412.921
7,23,9,610,254,24.4,3.1,718.856,40.856,569.043,547.725
7,23,10,727,230,24.4,5.2,882.645,41.098,700.609,674.078
7,23,11,725,260,25,5.2,959.559,43.387,753.579,724.783
7,23,12,512,349,25,4.1,842.22,43.343,661.635,636.71
7,23,13,672,273,25,5.7,874.718,40.859,695.234,668.927
7,23,14,691,208,24.4,5.7,738.406,37.859,593.102,570.875
7,23,15,609,193,23.3,4.6,546.514,34.486,439.447,422.687
7,23,16,491,170,22.2,5.2,337.332,28.305,266.674,255.1
7,23,17,281,144,21.1,5.7,154.421,23.229,119.29,111.337
7,23,18,143,23,20,4.1,17.774,19.277,15.697,9.845
7,23,19,0,0,20,3.6,0,20,0,0
7,23,20,0,0,20,3.6,0,20,0,0
7,23,21,0,0,20,3.1,0,20,0,0
7,23,22,0,0,19.4,2.6,0,19.4,0,0
7,23,23,0,0,18.9,2.6,0,18.9,0,0
7,24,0,0,0,18,2.6,0,18,0,0
7,24,1,0,0,18.3,2.1,0,18.3,0,0
7,24,2,0,0,18.3,2.6,0,18.3,0,0
7,24,3,0,0,18.3,1.5,0,18.3,0,0
7,24,4,0,0,18.3,2.6,0,18.3,0,0
7,24,5,0,18,18.3,3.6,15.908,17.158,14.186,8.361
7,24,6,5,94,18.9,2.1,82.041,19.328,72.171,65.219
7,24,7,51,206,20.6,2.6,200.471,24.218,171.032,161.892
7,24,8,181,304,20.6,4.1,385.537,27.951,324.017,310.835
7,24,9,255,381,21.7,5.7,559.79,31.245,465.939,448.294
7,24,10,578,331,21.7,4.1,846.179,39.439,677.511,651.938
7,24,11,647,300,22.8,4.6,924.163,41.738,731.971,704.11
7,24,12,572,347,22.2,4.6,898.332,40.757,715.095,687.954
7,24,13,697,252,22.8,5.2,878.526,39.682,702.421,675.814
7,24,14,648,230,22.2,6.2,727.284,34.768,593.4,571.161
7,24,15,609,194,21.7,6.7,548.189,30.545,449.41,432.32
7,24,16,446,186,21.1,7.2,335.168,25.981,269.563,257.911
7,24,17,185,151,20,6.2,146.917,21.857,118.524,110.587
7,24,18,93,23,19.4,5.7,18.939,18.768,16.765,10.893
7,24,19,0,0,18.9,3.6,0,18.9,0,0
7,24,20,0,0,18.3,3.6,0,18.3,0,0
7,24,21,0,0,18.3,3.1,0,18.3,0,0
7,24,22,0,0,18.3,3.6,0,18.3,0,0
7,24,23,0,0,18.3,3.1,0,18.3,0,0
7,25,0,0,0,18.3,3.1,0,18.3,0,0
7,25,1,0,0,18.3,3.1,0,18.3,0,0
7,25,2,0,0,17.8,2.6,0,17.8,0,0
7,25,3,0,0,17.8,2.6,0,17.8,0,0
7,25,4,0,0,18.3,0,0,18.3,0,0
7,25,5,70,23,17.8,2.1,18.903,16.492,16.907,11.032
7,25,6,80,111,18.9,1.5,104.238,20.023,87.523,80.253
7,25,7,171,210,21.1,0,250.12,29.853,203.656,193.721
7,25,8,562,205,22.2,3.6,527.947,33.14,427.778,411.4
7,25,9,651,232,22.2,4.1,731.829,37.497,589.092,567.018
7,25,10,727,225,22.2,4.6,880.265,40.064,702.424,675.818
7,25,11,737,243,22.8,5.7,957.386,40.17,764.328,735.06
7,25,12,542,371,22.8,5.2,893.787,40.057,714.025,686.93
7,25,13,660,273,22.8,5.7,866.511,38.564,696.778,670.407
7,25,14,679,213,22.2,5.7,736.045,35.583,598.045,575.628
7,25,15,640,182,22.8,6.7,556.101,31.8,452.824,435.62
7,25,16,504,167,22.2,5.7,340.433,28.024,269.222,257.579
7,25,17,305,142,21.1,6.2,156.291,23.142,119.694,111.732
7,25,18,152,21,20,4.6,16.247,19.28,14.348,8.521
7,25,19,0,0,19.4,4.1,0,19.4,0,0
7,25,20,0,0,19.4,3.1,0,19.4,0,0
7,25,21,0,0,18.9,3.1,0,18.9,0,0
7,25,22,0,0,18.9,2.6,0,18.9,0,0
7,25,23,0,0,18.9,1.5,0,18.9,0,0
7,26,0,0,0,18.9,0,0,18.9,0,0
7,26,1,0,0,18.9,1.5,0,18.9,0,0
7,26,2,0,0,18.3,0,0,18.3,0,0
7,26,3,0,0,18.9,0,0,18.9,0,0
7,26,4,0,0,17.8,2.1,0,17.8,0,0
7,26,5,44,23,18.9,2.1,19.818,17.638,17.633,11.745
7,26,6,250,102,20,2.1,117.829,21.433,89.928,82.607
7,26,7,405,178,21.1,1.5,313.446,28.736,249.28,238.172
7,26,8,597,192,23.3,1.5,540.197,37.958,427.097,410.741
7,26,9,675,219,23.3,4.6,739.048,38.01,593.321,571.085
7,26,10,751,210,23.3,5.2,888.266,40.127,708.576,681.71
7,26,11,773,216,22.8,5.2,966.683,41.319,767.262,737.865
7,26,12,759,224,22.8,5.7,961.374,40.358,766.784,737.408
7,26,13,709,243,23.3,5.7,883.137,39.457,706.93,680.134
7,26,14,654,227,23.3,4.6,731.087,38.449,585.728,563.782
7,26,15,653,175,23.3,6.7,558.015,32.333,453.078,435.866
7,26,16,459,182,21.7,4.6,337.388,28.311,268.031,256.42
7,26,17,202,150,21.1,4.1,148.531,23.629,118.056,110.129
7,26,18,99,22,20,4.1,16.952,19.247,14.973,9.134
7,26,19,0,0,20,2.6,0,20,0,0
7,26,20,0,0,20,2.1,0,20,0,0
7,26,21,0,0,20,2.1,0,20,0,0
7,26,22,0,0,20,2.1,0,20,0,0
7,26,23,0,0,20,1.5,0,20,0,0
7,27,0,0,0,20,0,0,20,0,0
7,27,1,0,0,19.4,2.6,0,19.4,0,0
7,27,2,0,0,18.9,0,0,18.9,0,0
7,27,3,0,0,19.4,3.1,0,19.4,0,0
7,27,4,0,0,19,0,0,19,0,0
7,27,5,0,13,19.4,0,11.472,16.404,10.264,4.512
7,27,6,0,90,20.6,1.5,78.12,20.961,68.459,61.582
7,27,7,17,188,21.1,2.6,171.693,23.995,147.687,139.093
7,27,8,18,255,21.7,4.1,238.339,25.839,203.871,193.93
7,27,9,112,374,21.7,6.2,439.184,28.511,370.879,356.3
7,27,10,328,399,22.8,4.1,683.912,36.921,554.765,533.978
7,27,11,557,370,22.8,5.7,909.439,39.046,730.256,702.469
7,27,12,759,231,23.3,5.7,969.602,40.931,771.116,741.549
7,27,13,709,244,22.8,5.7,885.329,39.004,710.324,683.385
7,27,14,630,248,23.3,6.2,733.077,35.988,594.729,572.44
7,27,15,448,262,22.8,5.2,514.95,32.575,420.077,403.949
7,27,16,337,202,22.8,5.2,307.578,28.299,247.506,236.445
7,27,17,202,152,21.1,5.2,150.019,23.238,119.559,111.6
7,27,18,98,21,20,4.6,16.18,19.267,14.29,8.464
